1503946233405,0.6809999999999999,0.48200000000000004,-0.17,-0.525,0.922,-0.259,-0.40700000000000003,-5.312,8.875,10.0
1503946233420,0.68,0.48200000000000004,-0.17,-0.526,0.9259999999999999,-0.289,-0.397,-7.688,0.062,8.437999999999999
1503946233441,0.6779999999999999,0.48200000000000004,-0.171,-0.527,0.853,-0.32899999999999996,-0.447,-8.812000000000001,5.562,3.375
1503946233464,0.6759999999999999,0.485,-0.172,-0.527,0.772,-0.32,-0.446,-5.438,23.625,2.25
1503946233479,0.6729999999999999,0.489,-0.175,-0.527,0.8390000000000001,-0.312,-0.4,-5.5,34.688,3.5
1503946233502,0.667,0.494,-0.18,-0.527,0.9179999999999999,-0.302,-0.365,-9.437999999999999,49.125,6.188
1503946233524,0.6629999999999999,0.499,-0.184,-0.526,0.9520000000000001,-0.326,-0.379,-5.125,40.875,4.812
1503946233539,0.6609999999999999,0.502,-0.18600000000000003,-0.526,0.9229999999999999,-0.324,-0.38,-3.5,25.5,-1.3119999999999998
1503946233561,0.659,0.505,-0.188,-0.525,0.927,-0.301,-0.35600000000000004,-5.0,19.875,1.5
1503946233584,0.6559999999999999,0.506,-0.191,-0.526,0.899,-0.27399999999999997,-0.39899999999999997,-9.375,22.0,4.312
1503946233599,0.653,0.508,-0.193,-0.527,0.828,-0.259,-0.397,-8.125,24.5,8.062000000000001
1503946233622,0.6509999999999999,0.511,-0.195,-0.527,0.8440000000000001,-0.276,-0.355,-4.125,24.25,5.562
1503946233646,0.649,0.513,-0.198,-0.527,0.9359999999999999,-0.268,-0.316,-7.0,19.625,1.4380000000000002
1503946233659,0.647,0.513,-0.2,-0.527,0.8859999999999999,-0.233,-0.396,-8.687999999999999,17.562,1.125
1503946233681,0.6459999999999999,0.514,-0.201,-0.527,0.818,-0.21100000000000002,-0.434,-1.125,16.438,1.188
1503946233704,0.6459999999999999,0.515,-0.203,-0.526,0.8759999999999999,-0.255,-0.35100000000000003,0.812,13.125,-4.625
1503946233719,0.644,0.517,-0.205,-0.525,0.961,-0.271,-0.27,-6.562,13.812000000000001,-1.5619999999999998
1503946233743,0.644,0.516,-0.207,-0.526,0.938,-0.226,-0.305,-10.5,-2.812,1.625
1503946233764,0.647,0.512,-0.20600000000000002,-0.526,0.8420000000000001,-0.179,-0.377,-6.875,-19.125,-5.312
1503946233781,0.649,0.509,-0.20600000000000002,-0.527,0.836,-0.171,-0.41200000000000003,-5.5,-12.625,-1.0
1503946233801,0.648,0.508,-0.20600000000000002,-0.528,0.856,-0.256,-0.396,-5.438,-2.125,4.312
1503946233825,0.648,0.507,-0.20600000000000002,-0.53,0.9740000000000001,-0.299,-0.31,-12.625,-11.875,9.812000000000001
1503946233839,0.648,0.505,-0.205,-0.5329999999999999,0.94,-0.25,-0.34,-16.375,-17.5,11.5
1503946233861,0.649,0.501,-0.204,-0.535,0.841,-0.226,-0.41,-10.812000000000001,-21.5,4.625
1503946233885,0.6509999999999999,0.49700000000000005,-0.201,-0.537,0.858,-0.293,-0.451,-7.25,-25.188000000000002,4.75
1503946233899,0.652,0.494,-0.19899999999999998,-0.539,0.867,-0.34,-0.355,-7.688,-24.438000000000002,1.062
1503946233921,0.653,0.49200000000000005,-0.198,-0.54,0.8909999999999999,-0.315,-0.34,-9.812000000000001,-18.438,2.062
1503946233944,0.654,0.491,-0.19699999999999998,-0.541,0.8420000000000001,-0.275,-0.41600000000000004,-4.688,-9.125,1.4380000000000002
1503946233959,0.655,0.489,-0.196,-0.542,0.868,-0.295,-0.43799999999999994,-0.5,-13.125,-2.0
1503946233983,0.6559999999999999,0.488,-0.19399999999999998,-0.542,0.89,-0.305,-0.381,1.125,-13.625,-3.562
1503946234004,0.6579999999999999,0.48700000000000004,-0.193,-0.541,0.875,-0.297,-0.39399999999999996,2.562,-13.562000000000001,-5.25
1503946234026,0.66,0.485,-0.192,-0.541,0.857,-0.27699999999999997,-0.42,1.8119999999999998,-14.75,-5.812
1503946234050,0.6609999999999999,0.484,-0.191,-0.54,0.8390000000000001,-0.26,-0.43700000000000006,1.625,-7.0,-7.062
1503946234064,0.662,0.485,-0.191,-0.539,0.851,-0.249,-0.425,4.938,1.0,-6.438
1503946234079,0.6629999999999999,0.485,-0.19,-0.537,0.9229999999999999,-0.26899999999999996,-0.392,7.938,-7.75,-6.438
1503946234101,0.665,0.484,-0.188,-0.536,0.9259999999999999,-0.272,-0.425,7.5,-15.062000000000001,-6.0
1503946234132,0.667,0.48200000000000004,-0.187,-0.536,0.795,-0.23800000000000002,-0.434,5.375,-14.0,-5.625
1503946234139,0.669,0.48100000000000004,-0.185,-0.535,0.779,-0.248,-0.439,5.125,-6.688,-3.938
1503946234161,0.669,0.483,-0.18600000000000003,-0.534,0.861,-0.255,-0.397,5.0,7.062,-2.438
1503946234185,0.6679999999999999,0.484,-0.18600000000000003,-0.5329999999999999,0.948,-0.256,-0.409,4.938,3.688,1.3119999999999998
1503946234199,0.669,0.483,-0.184,-0.5329999999999999,0.927,-0.23600000000000002,-0.45799999999999996,4.25,-11.562000000000001,2.312
1503946234221,0.6709999999999999,0.48200000000000004,-0.182,-0.5329999999999999,0.853,-0.263,-0.424,4.938,-19.688,0.875
1503946234244,0.672,0.48100000000000004,-0.18,-0.534,0.8390000000000001,-0.295,-0.382,2.312,-15.562000000000001,-0.43799999999999994
1503946234260,0.672,0.48100000000000004,-0.18,-0.534,0.8590000000000001,-0.278,-0.39799999999999996,-0.312,-0.938,2.0
1503946234284,0.672,0.48100000000000004,-0.179,-0.534,0.875,-0.249,-0.44299999999999995,1.5,-2.562,2.125
1503946234304,0.6729999999999999,0.48,-0.17800000000000002,-0.534,0.884,-0.281,-0.428,0.062,-12.0,-1.125
1503946234320,0.674,0.479,-0.17800000000000002,-0.534,0.846,-0.302,-0.386,-3.562,-7.562,-2.625
