0.87366,0.061419,0.037329,-58.449,-53.919,-53.049,0.91005,0.91003,0.91,0.87366,0.057076,0.3277,0.14387,0.087862,-51.09,-46.959,-46.661,0.59719,0.59704,0.59703,0.3277,0.1299,0.1599,0.10104,0.058995,-68.761,-67.708,-65.124,0.40085,0.40016,0.39898,-0.034303,0.15371,0.28744,0.042505,0.025849,-59.629,-56.944,-55.824,-0.3121,-0.31204,-0.312,-0.28744,0.040485,0.61148,0.1171,0.083544,-48.783,-44.686,-43.138,1.6792,1.2079,1.0084,0.61148,0.15084,0.66419,0.25381,0.15337,-60.915,-59.454,-54.972,-1.0309,-0.94612,-0.93234,-0.66419,0.24462,18.885,18.209,16.264,40.915,40.84,40.04,177.73,176.75,175.99,3.847,33.687,9.6671,8.3077,8.0471,35.046,34.672,33.289,167.29,127.92,120.49,3.3365,20.932,9.4632,8.8556,8.5692,34.967,34.363,34.344,-90.189,-83.844,-82.218,-0.26584,20.492
0.82751,0.035367,0.022738,-60.886,-59.138,-55.895,0.89693,0.89677,0.89643,0.82751,0.031488,0.51449,0.022204,0.021094,-54.402,-54.182,-52.794,0.5571,0.55585,0.55501,0.51449,0.02891,0.14823,0.1312,0.044559,-67.433,-66.637,-66.453,0.33916,0.33896,0.33871,0.1312,0.1114,0.1292,0.059795,0.018337,-53.407,-53.32,-53.203,-0.20536,-0.20536,-0.20514,-0.1292,0.048757,0.84165,0.049695,0.034452,-50.837,-50.418,-47.373,0.99402,0.95829,0.95513,0.84165,0.065077,0.36579,0.11751,0.08371,-64.921,-61.807,-48.37,-0.6412,-0.62429,-0.61768,-0.36579,0.11075,16.509,14.958,8.6641,37.294,36.564,-32.465,-60.25,-59.955,-59.635,-4.569,19.673,8.2428,7.0684,6.7169,30.879,30.51,29.576,-52.918,48.95,-46.968,-0.91272,13.921,14.209,4.854,4.7722,36.097,27.051,26.623,-28.001,-27.067,-25.081,1.4097,12.841
0.80662,0.046939,0.00764,-64.092,-57.127,-52.634,0.8491,0.84905,0.84893,0.80662,0.034259,0.53994,0.036045,0.010723,-66.422,-60.78,-55.504,0.57341,0.57337,0.57309,0.53994,0.027717,0.19253,0.1022,0.027979,-55.636,-52.572,-51.104,0.30508,0.30507,0.30481,0.19253,0.076884,0.11137,0.026305,0.011954,-60.401,-57.601,-57.262,-0.14621,-0.14599,-0.14597,-0.11137,0.021481,0.84244,0.039611,0.029966,-47.411,-45.542,-44.311,0.92019,0.91129,0.91049,0.84244,0.045709,0.28225,0.15108,0.03278,-50.964,-50.035,-49.619,-0.45504,-0.44836,-0.4408,-0.28225,0.11243,26.119,10.925,7.1848,38.057,36.816,35.542,41.907,41.675,41.613,-4.616,21.456,10.245,8.3651,8.2729,29.94,29.908,29.561,-40.153,-37.69,-32.318,-1.7527,12.246,9.4008,8.6873,4.6175,-32.49,32.086,30.471,-23.297,-23.004,-22.517,-4.259,10.44
0.78826,0.031617,0.021292,-55.131,-51.918,-49.036,0.83812,0.83803,0.83797,0.78826,0.030775,0.57128,0.034774,0.028068,-52.87,-50.028,-49.185,0.63822,0.63786,0.63769,0.57128,0.03547,0.20274,0.088142,0.023098,-69.983,-69.95,-65.678,0.30917,0.30909,0.30904,0.20274,0.065023,0.064559,0.03002,0.010257,-64.849,-64.476,-64.385,-0.099365,-0.099336,-0.099325,-0.064559,0.023256,0.88043,0.06989,0.023997,-53.542,-48.528,-48.523,1.0126,1.0062,1.0018,0.88043,0.063372,0.20914,0.097424,0.070751,-47.126,-46.883,-46.735,-0.39531,-0.38633,-0.38497,-0.20914,0.10638,24.543,18.049,5.4427,39.076,37.175,34.829,47.063,46.349,45.648,0.50519,23.134,14.047,9.487,7.7755,35.565,35.423,-32.718,41.225,39.714,38.473,5.5961,16.171,13.223,6.525,4.0947,-34.555,32.972,31.092,27.391,26.196,25.547,-0.16428,11.858
0.77637,0.018649,0.015174,-56.076,-54.875,-54.057,0.81696,0.81535,0.81282,0.77637,0.017861,0.57296,0.01282,0.0047056,-58.452,-58.216,-56.641,0.59313,0.59277,0.59227,0.57296,0.011119,0.19627,0.12792,0.026325,-50.887,-50.816,-50.611,0.3279,0.3278,0.32726,0.19627,0.094344,0.13459,0.072553,0.014597,-52.388,-52.142,-51.981,-0.21111,-0.21105,-0.21096,-0.13459,0.054421,0.85427,0.056188,0.016762,-53.582,-52.692,-51.498,0.96592,0.95594,0.94036,0.85427,0.052606,0.1996,0.090529,0.041579,-60.12,-51.974,-49.566,-0.32317,-0.32253,-0.31839,-0.1996,0.075387,26.436,11.764,6.9969,38.558,38.423,34.349,-40.765,-39.341,-38.924,-6.9969,22.084,6.8435,4.0854,3.3201,-35.502,29.249,25.82,24.418,23.885,22.558,4.0854,8.7652,10.662,8.4374,4.1753,33.61,29.116,27.73,23.904,23.299,21.971,0.10524,11.144
0.79229,0.015688,0.011826,-63.868,-57.596,-53.63,0.819,0.81814,0.81673,0.79229,0.015168,0.56409,0.016538,0.0093595,-61.839,-55.097,-54.146,0.59992,0.59926,0.59751,0.56409,0.015759,0.1478,0.11052,0.028173,-59.34,-57.027,-56.707,0.2772,0.27692,0.27679,0.1478,0.081455,0.1529,0.057086,0.0056093,-71.855,-71.381,-71.118,-0.21308,-0.21307,-0.2128,-0.1529,0.04083,0.86787,0.044685,0.025247,-60.402,-50.553,-50.321,0.96829,0.96822,0.9637,0.86787,0.047098,0.25784,0.083171,0.040808,-55.877,-52.151,-51.666,-0.37445,-0.3688,-0.36094,-0.25784,0.073271,29.796,10.928,8.6815,39.924,37.172,35.677,47.421,47.332,46.918,-2.5161,23.987,4.5714,4.5574,3.6134,26.717,25.15,24.638,23.829,21.568,15.56,3.6134,7.0614,6.6448,5.583,1.7243,28.441,26.005,-24.566,-13.673,-13.485,-12.922,-0.70269,6.754
0.8166,0.061688,0.0095822,-53.941,-53.573,-53.249,0.86605,0.86602,0.86573,0.8166,0.044969,0.53359,0.058508,0.009361,-56.503,-55.77,-54.382,0.58848,0.58838,0.58815,0.53359,0.042493,0.15781,0.11379,0.032017,-57.063,-55.259,-54.702,0.30554,0.30527,0.30496,0.15781,0.084409,0.11106,0.01323,0.0084841,-56.186,-55.632,-54.79,-0.14999,-0.14839,-0.14588,-0.11106,0.014764,0.85102,0.033693,0.023308,-55.63,-52.87,-51.319,0.93018,0.92867,0.92733,0.85102,0.041654,0.31905,0.20139,0.042353,-49.532,-48.173,-48.1,-0.50802,-0.50532,-0.50381,-0.31905,0.14887,26.94,17.188,4.6111,39.191,37.7,35.93,-42.192,-41.739,-40.661,-2.6875,23.459,11.814,6.6641,4.3522,32.075,-31.018,30.556,-41.107,-37.555,-36.668,-2.9245,11.649,9.106,8.9917,4.314,-31.708,29.721,29.161,-32.986,-30.056,-29.335,-2.9735,10.465
0.81262,0.025173,0.020105,-64.863,-57.718,-53.441,0.84517,0.84405,0.84403,0.81262,0.023548,0.54565,0.02113,0.019415,-60.72,-55.933,-54.029,0.57117,0.57088,0.57085,0.54565,0.021719,0.17153,0.069273,0.051263,-73.066,-64.007,-63.998,0.29866,0.29844,0.29817,0.17153,0.061327,0.082652,0.037614,0.013171,-73.066,-67.114,-66.539,-0.13809,-0.13802,-0.13787,-0.082652,0.028579,0.87354,0.037925,0.027121,-65.359,-49.596,-49.538,0.95815,0.95762,0.95339,0.87354,0.049989,0.29408,0.080877,0.06874,-55.656,-52.123,-51.201,-0.40316,-0.40011,-0.39941,-0.29408,0.081994,23.889,17.319,3.9845,39.147,37.473,33.414,-43.997,-42.092,-41.434,-1.2674,21.87,8.989,7.2386,4.9685,32.3,30.386,26.569,31.05,28.889,-27.995,2.6527,11.575,8.8484,7.3804,4.133,32.226,-28.82,28.197,20.01,19.48,18.507,-1.0321,9.6011
0.78566,0.024952,0.015147,-53.034,-49.687,-48.979,0.85795,0.85719,0.85592,0.78566,0.026068,0.56039,0.029772,0.022256,-52.538,-48.496,-47.928,0.64647,0.64527,0.6432,0.56039,0.033362,0.18777,0.13922,0.033148,-66.762,-62.036,-60.332,0.36115,0.36104,0.35989,0.18777,0.1026,0.13584,0.071488,0.0069919,-59.581,-58.028,-57.133,-0.20712,-0.207,-0.207,-0.13584,0.051673,0.85,0.097657,0.025312,-55.037,-48.729,-47.179,0.97773,0.9775,0.97069,0.85,0.080595,0.23221,0.091564,0.056078,-50.719,-44.326,-44.304,-0.4561,-0.45171,-0.4493,-0.23221,0.099189,38.262,15.045,8.2368,42.645,37.805,37.457,65.883,64.197,63.376,0.81163,30.446,8.758,3.6626,3.5877,32.569,28.652,-28.137,30.148,28.321,25.998,8.758,8.2178,16.668,8.3201,5.5124,35.832,33.644,29.216,38.705,37.852,36.815,2.4253,14.908
0.79008,0.019723,0.015056,-57.919,-57.235,-50.041,0.83209,0.83198,0.83198,0.79008,0.018495,0.56089,0.017604,0.012679,-57.165,-55.012,-52.387,0.58542,0.58537,0.58503,0.56089,0.017624,0.17821,0.11387,0.027614,-71.114,-70.454,-68.375,0.29926,0.29903,0.29877,0.17821,0.083306,0.14158,0.058663,0.0079567,-62.975,-61.608,-60.678,-0.19716,-0.19705,-0.19671,-0.14158,0.042404,0.85371,0.061747,0.019205,-53.477,-53.356,-53.046,0.96964,0.96828,0.9675,0.85371,0.054482,0.24769,0.076059,0.064721,-55.415,-52.816,-51.361,-0.43016,-0.42973,-0.42697,-0.24769,0.079234,38.918,17.141,6.0323,41.705,39.319,39.158,62.331,61.899,61.879,0.37081,30.757,6.0358,5.3043,4.3943,27.652,26.183,26.122,26.034,-25.253,-21.931,3.7032,8.5205,14.376,6.6852,3.1933,33.509,32.831,-26.84,-26.256,-25.924,-25.613,-1.99,11.98
