-1.644298505721607455e+02,9.775726807235841420e+01,3.525928482347633519e+01,6.945111761731128652e+00,-5.420284679698396246e+01,-1.115041416440714173e+01,3.595112241096249051e+01,-2.317498171088971048e+01,-2.479986417799091125e+00,-1.709038925570282075e+01,2.006451287192146893e+01,-1.068132355549311185e+01,1.534985107513670455e+00,-2.684448943460145998e+01,3.419893911432734512e+01
-2.775628476101783804e+02,5.293529443674688650e+01,3.821791595575044909e+01,-3.234340668465554103e+01,4.596315636412902705e+01,-1.061833210416635254e+01,1.532467444123601474e+01,-5.545445840996109155e+00,7.621921249277865407e+00,-1.112067355246413669e+01,-8.297463161350453476e-01,1.129355778342482353e-01,-3.825151885665887264e+00,-1.147582862324146191e+00,-1.496449567294111738e+01
-1.515821920959032241e+02,-7.889220643776717168e+01,-1.152466166114532200e+02,-5.335389279633320569e+01,5.559979878455913571e+00,-1.431532937912104586e+01,-2.552797682690468761e+01,-9.318085978577624218e+00,1.922212962876942299e+01,-9.233734888604590019e-01,1.322322335610566224e+00,1.411884250576307132e+01,-4.882875393896725091e-01,4.447251325083511375e+01,1.404139135428330576e+01
1.943669363870173186e+02,-2.699148749723841689e+01,-3.496072879852192727e+00,-1.494301411154609411e+02,4.785646324501804827e+01,-4.717235337460709665e+00,-2.119240904495051936e+01,-1.714990172490155373e+01,-3.611135283980789090e+00,4.906904224606804377e+01,-4.357384512489304029e-01,3.325194570935838811e+01,1.056363830060016973e+01,-2.768311869494367983e+01,4.403141707284383699e+00
-1.209130181331860996e+02,-6.485666818044194315e+01,-1.031275060691944816e+02,-1.564518536468288232e+02,-1.183885181529837638e+01,-1.425063837977136671e+01,-1.052347094929299409e+01,-2.444573362519401627e+01,8.739326645987945952e+00,-1.172798883312123408e+01,1.454193842676245119e+01,2.032075103122135573e+01,-3.855703996843524273e+00,4.765769971103806846e+00,-1.478065048716002039e+01
-2.187681602504882221e+02,1.273430740740190998e+02,4.116518969028089003e+01,-1.941409954880725053e+01,-2.398570673441101775e+01,1.229162911216098486e+01,1.500370053830979344e+01,-1.775340073859600665e+01,-3.609095432223128341e+00,-1.316908220293640408e+00,-1.786793778957762147e+00,-2.825461999533046331e+00,-1.538446956536764443e+00,-8.106701759533496698e-02,-2.219559668066236569e+01
-1.630960222567489666e+02,-1.603099210433209976e+02,-1.544979977043585961e+02,4.085976953755188390e+01,5.490685819917513477e+00,-2.201209455275981952e+01,8.053083144230953394e+00,1.187701878751626872e+01,1.902327913001413151e+01,-2.076688456534750671e+01,4.038060988541942464e+01,1.501518034002366164e+01,2.199839607749416004e+01,-3.516225981592310035e+01,3.681894984474386945e+01
2.599809719822255261e+02,1.241764511056985043e+01,-9.744495900500459129e+01,-1.529927801018164075e+02,5.093623526659762923e+00,1.766137898314594779e+00,1.234041691995725287e+01,-1.408143745878784792e+01,-4.726065759858984805e+00,-5.597481757203260244e+00,2.581557552537402955e+01,2.654951091442433864e+01,-1.266651395833325111e+01,1.304419043746073203e+00,-7.139804053088127489e+00
2.567439632052313527e+02,1.377683879693308597e+02,-4.469617860030071199e+01,1.253508902877627236e+02,1.922226622490186543e+01,6.036722375669593355e+00,1.086623476837491609e+01,1.271186598323889605e+01,-9.604932675084144833e+00,1.351283645769750663e+01,5.219562136020393872e+00,1.519997551728012652e+01,4.829337862349907251e-01,-4.243340942523958326e+00,5.620559846950114569e+00
-1.198736531828994742e+02,5.733314251108045312e+01,-1.906590157721139933e+00,-1.109538257175203491e+01,-1.491875999753332671e+01,1.658075435970841838e+01,-1.117516208011369550e+01,-5.039975643801104077e+00,6.525132033261316078e-01,-1.207757259073842881e+01,-2.864900487136891982e+01,-1.103460592348251268e+01,-2.265410335738976144e+01,-1.248000534991879462e+01,-1.652655614316392985e+01
-2.390667181413478488e+02,9.628977163263675720e+01,1.238047087872380558e+01,-4.214457321663544320e+01,-1.846223038349019063e+01,1.438256392255828331e+01,9.032973508839113208e+00,-1.270681313477725105e+01,-4.211900283788703181e-01,-2.896251579395499487e+00,-4.449868543233356455e+00,-9.413926797186936923e+00,-8.320360449966472061e+00,1.558893805414321099e+00,-4.464116000658421513e+00
-1.719577720386299404e+02,-3.833072386175076929e+01,-8.639351089891515301e+01,-9.944165251815131512e+01,-5.283591070348737873e+00,-6.373237063882045028e+00,-1.062857906644386752e+01,-9.465754079081724726e+00,6.240591270184131290e+00,-6.550405706601384104e+00,-3.794719355172478714e+00,-5.777322242223934978e+00,-7.414968325784463410e+00,-1.962746888036889237e+00,1.322276391960338193e+00
2.452922486730843730e+02,2.637739668999789089e+01,-9.649262717486625718e+01,5.145696904466646515e+00,3.297717453803183041e+00,-1.495943421187178579e+01,-1.415409930397458993e+01,6.132818882539130101e+00,3.583933984635132575e-01,-1.491268440712772092e+00,-9.602264823766583746e+00,-9.078603602536235329e+00,-2.974018960833909375e+00,-1.088743260402821988e+01,1.575329483713366585e+01
-1.305699549236096573e+02,1.101190363927095746e+02,3.073382200362455130e+00,-6.889549123454032475e+00,-2.323799780077957422e+01,1.640062128161186905e+00,9.714800764598123806e+00,-7.680676387890532197e+00,-3.660009217377207413e+00,1.230650323789536760e+00,-1.980356589364194875e+01,-2.898447697956575553e+01,-8.244996955590167431e+00,-4.195536685409479993e+00,3.196893842378543127e+00
-1.669451974233225826e+02,-1.542831257735460149e+01,2.799440210780856830e+01,-6.416875480558930178e+01,3.485516172996550921e+01,-1.787727618098978155e+01,-1.645706492583594382e+01,7.821600985148734253e+00,-2.476649793478721051e+01,7.862757228124267783e+01,8.811916662412217605e+00,-2.514505827966991802e+01,-3.705477693763619129e+01,1.652125534163121579e+00,1.114842693333502410e+01
-2.091449134060756023e+02,1.275919369194556054e+02,6.237232938052852660e+01,-1.384497245046708969e+01,4.041099468459113808e+01,-1.080433118926862690e+01,3.152981866821767198e+01,-1.113379383309529480e+01,8.272506556692382773e+00,-4.974624446041743475e+00,-3.577245314337145210e+00,2.649981888972482658e+00,-4.799914590046028273e+00,8.915898982863600608e+00,7.706616583152487543e+00
-1.450149031399033106e+02,-1.448506535921576344e+01,-2.222484315487050210e+01,-8.411697844078463504e+01,5.996475339544775807e+01,-1.418247149922218320e+01,1.707920397455099959e+01,-3.843367038012563963e-01,-4.895907983826818111e+01,-2.404447006377152718e+01,2.681420913969615683e+00,4.385588994433213372e+00,-1.354906507978398800e+01,6.370781348639657615e+00,-4.103554574704910252e+00
-1.814469292856001630e+02,-8.686833641300928832e+01,-1.362324965007506421e+02,9.940593155432546268e+01,2.953426403912150278e+01,-1.141134190932299575e+01,-1.765098304782891603e+01,1.960865213918334859e+01,7.703769614809979771e+01,3.806031499829040854e+01,3.300474217343909089e+01,-3.953873804944328718e+00,-5.144765703547323454e+01,-1.948152394933180886e+01,-2.744841700577033805e+01
-1.854315036326447625e+02,6.799655166850867261e+01,-3.920813368516934361e+01,2.030203763296192960e+02,2.884281640362030430e+01,1.149885367716293416e+01,4.857709845058172604e+00,2.214980851624182989e+01,3.341301937491630625e+00,1.778535145957878782e+01,-1.278427857414193181e+00,1.049754861997893940e+01,1.294097584137260171e+01,-1.087447523105005764e+01,-5.916645485366412771e+00
8.213930887897873845e+01,6.010062764979176109e+01,-5.377656160106712946e+01,1.289750666743461522e+02,3.771263749391869169e+01,4.781774427644529624e+01,-2.313417734804428250e+01,-1.124501726385396978e+02,-7.531220984706679999e+00,1.451188342027378653e+01,4.336780319847030718e+00,-3.410232597062186954e+00,-2.362106469789187813e+00,1.558155242744271973e+00,2.486786734374359042e+01
-1.851459285891623097e+02,2.805315898085271797e+01,6.497106706704495416e+00,1.142452611933047146e+00,3.842095166795489547e+01,-2.013113998483234468e+01,-3.769664356665449301e+00,-6.931051190264472694e+00,8.591329582794207553e+00,-4.831113861625764727e+00,-9.711508029501953132e+00,-4.508760121251187414e+00,6.808176077900180090e+00,-1.955277268249691058e+00,-7.748923012785070341e+00
-1.515012185826594759e+02,5.608091520192132151e+01,-1.492419175070521931e+01,-8.259102610901734920e+00,4.082365079328202029e+00,1.730152132694765754e+01,3.926140358271421604e-01,-7.897740246546188558e+00,4.081389653179951615e+00,2.453535266044825303e+00,4.256255401152357010e+00,2.022044520693386715e+01,7.590857390582470554e-01,-4.413475716174650287e+00,-1.137316995585699431e+01
1.410737553333846677e+02,1.142548573727489725e+02,1.092252320899087010e+02,-5.027299184952454425e+01,3.289593676683917067e+01,1.185966588978919134e+01,-1.883482442263382950e+01,1.217651852614824648e+01,-1.864809752998347037e+01,3.861149436749386865e+01,3.105602764174313535e+01,-2.494372765968518735e+01,2.258906495761073430e+01,-1.829180767515554962e+01,-2.252802601410116523e+01
